XGL -> DVU,NVR,IIT,DF,CHH
EQF -> IFJ,AJU,GMN,ZDT,SJO
EUQ -> DWR,GJH,PKQ,CJ,OGA
QBK -> ZKA,SSV,NHN,XQE,PJT
OFC -> IMX,LSJ,FDY,QUJ,DLD
BFX -> RDQ,HLL,ZEO,JNP,AWD
FTU -> WMA,RPE,ZDE,ZSZ,CYZ
KBR -> MBO,RXG,XHC,KGR,SAW
JRE -> HCA,UQD,QRR,AZK,KTU
ESV -> ZBU,QBU,UBX,BQF,WER
POZ -> KSA,IZQ,HZT,ECH,VGL
DJE -> GPF,SQW,RVS,FVS,HQO
PQJ -> DUM,ZNH,YSW,CIF,MJQ
GKN -> TNB,APQ,RHG,QEL,KPY
YJZ -> VTB,LKH,APN,FLN,GAO
CTI -> YHC,PPM,ZRF,QR,UBG
EX  -> ZJN,ANK,GHX,TEB,SX
VEX -> HMH,MNL,NPB,PCZ,DCA
VGI -> MYY,ROK,WRL,XYY,XHF
QFG -> UCD,UND,HI,QQP,EKL
YAO -> XYM,AMD,MSI,PEW,VOP
RLK -> YMG,NQD,WRO,QUE,SEQ
NVH -> OUY,RBS,ZBE,RUK,DSX
IGE -> OZN,KU,KDC,XOA,QFD
DYQ -> POG,YCL,LNO,JYD,TD
LRL -> ENL,HCH,IYQ,TMY,FUW
BGU -> ZEZ,ZAI,PBV,ZKS,BPA
VEA -> VRG,IJX,MUP,VQJ,FXM
IOU -> JBZ,BFU,PPS,ETM,AEL
XPS -> AQV,ZEU,MXF,IW,EYV
OOK -> UWL,LLC,HRN,GOF,HSE
JLF -> MGA,SHV,QBV,ICV,KDR
FGE -> PXV,GXD,MIP,OCP,WAN
XFS -> RCL,GRV,CPZ,VUL,ZJN
ZUP -> ZQY,SUK,AEN,FRS,KWU
VFH -> PUR,SJS,UDM,WKN,KMW
OXR -> GVR,XKK,HLF,EF,X
GZR -> ACD,EAH,DUR,UAQ,VEJ
SIR -> TWB,YBX,LLX,QTK,NM
FIV -> IQD,UJT,AEW,IKR,OIN
ERL -> XVV,ILJ,HZT,KWE,BMA
WUN -> KTB,ULN,DK,TAD,CVM
GHZ -> UQH,UZO,RQK,BDF,GWB
BJA -> SBS,HJY,SZJ,PEK,CYH
EWH -> TUB,XWE,FZD,KTT,QSJ
QUM -> FDS,ZHV,XIA,FIH,BEM
XSL -> GKX,BPN,OTS,TQO,CDD
IYC -> KNI,IWB,YLV,SWP,SGZ
KHG -> IKC,TUS,VPC,DXJ,BUG
ZJX -> LL,RLD,VYX,ICA,GWJ
ZKU -> MUS,PZT,ERG,QRY,WOU
YZT -> FLX,DTB,LAW,JKE,MRP
GS  -> LQB,DGD,QPE,YBA,CWC
OIU -> OPY,WPH,NBW,IBK,VNN
XWX -> RSX,NSY,JYL,JHP,LWD
ZYS -> MMJ,HJR,VMA,BRL,HGM
NJP -> UQM,PUD,HJS,HCI,EAR
AUU -> WQW,WLO,EQS,TUD,SCO
WZB -> RLF,WZX,BOC,PBB,BQS
VSO -> UML,OPW,EWL,DRQ,PSH
SMI -> BFP,FFC,HLW,ASO,CZG
VVX -> OTE,OAS,QJP,XIG,EVB
RCI -> XYX,AJL,ASG,IFR,YYQ
TZO -> YRW,BSS,YCA,PW,PSS
DLX -> YVQ,ERI,TSA,FJA,LEO
FVH -> OHZ,EFN,NQH,IKG,WDQ
DXC -> LKN,GFZ,AZA,RQK,ZKB
KNY -> MHO,KNI,EZR,JTS,FFP
ONF -> DHA,BRA,YZZ,PHQ,MZZ
UHC -> IYG,NDX,MRN,SGQ,YPH
MCC -> TKV,HUN,KYQ,HHC,PMV
UWR -> XLF,YLU,VAE,HEZ,UDE
BUV -> BVQ,OIT,FVJ,ZCC,OEF
RBQ -> LFU,HIC,ED,KYN,CSI
INU -> TMQ,UAR,SFP,HGH,NYM
QHO -> CWY,HST,PBB,LNX,HWY
VAL -> CKB,HXQ,PQG,KQ,ZHB
GIL -> PAK,BVF,WBS,ZDI,OFA
CKR -> WCG,NIV,AZV,QNV,GZF
LPL -> EHU,OTU,EJB,AJZ,IYU
HWW -> JQV,NCK,YYE,ZSO,QNE
WQW -> KKG,GOU,OBI,PT,GJS
WSV -> CIY,XJM,IKW,PIX,KUZ
KDV -> SLA,WNE,VSS,VUA,HVQ
ANM -> EZI,OTX,GDL,GPY,JNH
DUR -> RBW,QYW,JMS,QWV,RNL
AOW -> KNX,DPP,HIP,UYM,LAS
XAM -> XSW,GJD,JFK,LV,ZUN
KMK -> SXW,ULP,VSC,ZHS,XVU
VYE -> MWX,TBQ,UCO,CHF,MMD
OQJ -> YSV,UJC,TGE,KLM,MEH
SJB -> UDB,GAC,HPH,PWY,IOJ
MEF -> AMP,YZR,NXO,B,YHA
WXM -> DMH,RZS,QDB,AYE,NLZ
QXV -> HET,TLH,TSL,SNT,ELC
TAM -> GWC,HJP,GTL,TQZ,JXZ
UPK -> BU,YQX,RII,PFG,DDZ
RAJ -> ZGK,VLF,FRH,MUD,YIY
OOS -> LES,BBM,QNG,ALC,WPX
ELD -> YRY,UPM,BIM,MZW,ATY
DGA -> RMT,YKA,OAX,HDT,YTJ
POH -> TUU,EHK,ASI,WHN,ZUM
RTP -> ZWW,XPF,RNJ,HOS,AOV
UDG -> IXQ,FSY,VFH,ZZW,NQS
WLN -> KWZ,KC,ZEK,ZIR,YTN
NSM -> YGY,KNK,HJU,KMZ,PMJ
KFI -> BPX,WES,NJM,OWL,LTP
UFS -> CSY,OPF,YUN,KXJ,BDI
HUZ -> MKV,JCH,RJB,FJV,HLC
JCC -> WCL,ZMH,XEY,KQL,KAE
UIF -> KUK,YIQ,ZOM,UFI,NIF
AXC -> WMS,QJP,PGH,P,NMF
GOH -> EEK,XNB,GLP,ERF,JIW
DS  -> FLI,NXH,DRI,PEG,SPX
WBJ -> JZN,QMP,OFG,HXD,LRA
FTD -> QTT,TRK,IDO,SIK,SJL
ZIX -> VQH,DZD,IKS,EDN,VWC
CBE -> ZYD,HFN,PUR,JMI,DEM
GYP -> VHK,NHQ,YCR,NOC,BWC
CBU -> DTS,YHT,BLB,WT,NVM
DSD -> XLR,IYH,ZCU,ONA,WNJ
YMK -> WBO,EKK,WGF,NXO,TOE
DJP -> RZZ,JAA,DLB,KWT,SQI
TEG -> PQY,PYU,QZJ,MTP,KKI
RKU -> HZO,YQG,QAB,ZMF,WER
GOU -> LAV,VSH,VHU,TTF,INF
SGT -> GDJ,PDZ,HXM,JIT,ZQT
ALU -> YW,JZR,OVG,ARC,RGY
YYQ -> VCE,LMY,NJE,ZBE,NZB
YCJ -> MBM,HZZ,OUY,ROT,PAZ
ZNP -> HZQ,KUD,SSW,WSJ,TBR
BBA -> SFW,HWP,QQH,XGG,HFK
BSV -> LUV,QLW,TNM,UGP,VFP
EIQ -> HOI,YIW,YAX,LXM,MPC
QPR -> BWL,AXK,AEW,OHM,NAF
EKV -> CFS,EHW,KCS,PPE,JQC
VHU -> JHJ,ZKN,PYJ,SBJ,PDQ
WBC -> UZ,HLP,GYN,RSJ,IJE
NLL -> CTT,LXY,DZE,JXF,MFK
RAY -> XVE,JHD,BPA,GYZ,SAI
ZFA -> ZJK,UUU,YFV,USV,DU
EXR -> KVB,XBA,RXJ,ESF,IM
ZUH -> PNL,AEA,SRJ,EJF,MRI
LKA -> JQL,RCE,ABZ,EBT,VRL
HTT -> UMT,WSQ,JYC,KTE,TJN
ODH -> PYT,WYJ,EXT,TDR,SXZ
NAO -> OSK,XWY,MYX,SUQ,VRD
ZZ  -> LUP,ZAT,XYW,BWM,L
XLE -> WJN,MVJ,ZSZ,NXK,JNB
SVZ -> OXS,ENO,MEG,GQN,HGW
VOQ -> PQO,HYS,BMQ,RXP,YAV
FLV -> TJA,JOD,WYF,DMN,ZMY
BYI -> DWJ,DJT,XSN,WYD,VED
JQV -> LSG,PGF,OBR,GQE,GRB
VPN -> JNA,QNH,ZNX,ULR,LSJ
LFA -> GKM,QEH,YAZ,XJK,GEK
KWK -> ODG,RAE,BRQ,FFG,UGK
LJA -> QVN,WSZ,STJ,NUZ,VVV
QPZ -> VVZ,THF,QKZ,BEY,WCJ
ORP -> YED,NJD,VKL,KBK,XZE
YBR -> MBP,MSK,REN,UIE,LKN
CRA -> COV,BWJ,HZK,RZI,KLB
LKC -> SYR,OIG,MBI,ORO,SOA
BBN -> QUB,TYN,RVH,KRV,BPY
MUT -> GNV,VRM,OGK,RES,WDM
PRX -> HXK,SXL,VWU,TTS,IIB
OOV -> BXR,HWN,KHI,VKO,ZAT
RZX -> DEI,VRS,IZV,IMU,VUD
PRN -> NKF,CQQ,UKJ,LEY,RVF
MXV -> KMK,PQK,VMF,TWW,AES
SIX -> KQH,XDK,NFH,ZIS,DPD
BVM -> FVN,EDR,DYE,NOX,SEP
PQR -> UYL,ULV,XSL,WAK,ZHE
KZN -> TXL,QEK,HWV,VUY,FTP
CPP -> QYZ,RBI,WBE,YVO,IC
HAG -> KYJ,YJH,DYW,DMU,OVJ
TGN -> PGU,NXP,HZD,KHH,MLJ
HZR -> FLP,TWU,YZE,XZM,SSP
XEZ -> LZS,XEX,UOA,UJ,LGC
TSU -> GRG,BCK,CXQ,XWO,RLZ
MPQ -> BLO,YYE,LVU,VYO,TIG
YOM -> VVE,EXS,SZS,IMV,XQA
VWG -> UUC,FKN,AQ,ASN,ZYN
YW  -> YTY,HQJ,GSP,ZWD,RGW
OIG -> WOO,FBV,NZE,TBI,AWE
RWH -> VOA,RKB,AZB,LLX,SBC
WAE -> ERX,LQG,FIU,JAH,ZDI
YLW -> DXC,QBV,GJC,LOE,EUM
ZFW -> ARM,EXX,DXC,YLP,UEY
YXY -> SRP,GYE,ZWH,TIS,YNT
IFF -> UQS,AQM,GUW,JOA,TQK
ZJY -> HOG,YDP,JYH,UK,ZAB
GSR -> LYO,VYA,OTO,JDK,KUR
ADD -> YUF,FBO,MXZ,DGJ,ECX
OC  -> HVC,WE,PDC,RER,XDA
HBP -> HFJ,WAJ,WDN,WIF,YJY
JSN -> WJY,LMR,MIJ,OEQ,CVF
VUO -> QUA,YPB,QGO,SZW,RUU
TJI -> FLE,JBM,ELI,PLJ,ZNE
RNA -> TIJ,DNG,CRJ,ZDO,CNO
AYT -> NOF,LLB,YTR,AIK,CVZ
VWB -> XVA,SUA,CFZ,KRA,ZRA
GLD -> QKA,ENJ,EOH,RBS,GP
FRD -> NRR,ORV,FLQ,MSV,POR
UFL -> DUU,TNI,MFR,ADX,ZKB
MTG -> ZJK,MKS,ZXW,VCO,GOA
JQE -> YQN,FNU,BUS,BYK,LHE
LAF -> ZZV,TPQ,FIW,GYS,YRF
NRF -> JQA,GIW,XQF,LIV,PBN
TAA -> JGL,JLU,WUD,AVY,LAO
BRU -> QQR,DOR,OMZ,IAN,ESR
BMZ -> CHH,WND,ZEC,NJI,IQL
SVP -> ALK,BEU,DND,MUD,UCK
PMM -> EYS,XRY,GMC,NHW,DCK
DYF -> KBW,NXW,EFE,HUA,MKI
CVZ -> EZM,IUD,UIS,RPB,PXC
TKC -> HFY,GKL,RCN,KWQ,JXJ
QXG -> TQH,XYO,NMQ,BTE,PDY
HZW -> WLR,QOK,NBP,XGD,EIR
SJW -> XAC,STU,ORA,LZR,MEX
YSQ -> BAK,AXK,LRX,SGV,BHI
OZE -> SGW,RGS,KYZ,MOW,QQT
JHB -> WKT,IEJ,ZEG,KC,HYC
ECT -> OTV,XXW,FPK,JXG,AXI
VSH -> BPW,HLK,ZNU,KKE,SHQ
QYF -> NWA,AOD,TLE,PSI,LSF
SHD -> PND,TXX,ZCG,WAG,LQT
DSI -> NIK,EAT,HVY,PHQ,TEO
QGK -> GQD,ECY,WXQ,MGH,ZDF
PKA -> MAN,UFA,KU,CZS,OQC
UKZ -> BTF,KDP,BBU,IXZ,EJY
HOE -> OYL,JTO,SKK,GNT,IGY
ATB -> DUG,TVA,LJL,XPV,MHA
LTJ -> IWS,HHD,ZPV,CFR,VSF
HJY -> XXO,EIP,VWT,FJV,LNS
YMV -> KKR,EWT,GFC,TZM,MA
VTY -> BAU,AXZ,RRM,DYI,YKM
HRZ -> HYO,VCU,ZQI,ZJV,ZOU
JVL -> LBV,HFT,TDN,ERU,KGK
CXR -> ZPW,NFQ,UUF,RP,SJC
ETC -> FMN,ZJC,KMS,APW,NVC
TBZ -> ER,YGU,IBW,THB,MQX
ISU -> OSU,ZL,PAJ,QW,TKB
GSQ -> PGO,BVS,DF,ARU,GPL
KMG -> YED,MPM,HBC,EP,TWB
SHM -> JEA,CNU,ATI,BNO,WRO
UJL -> LA,YBO,JZV,BRE,YHM
NHQ -> UBA,UXT,SLZ,BGX,MWZ
TGI -> HKR,TTE,YLM,SVZ,AAB
PVH -> SYT,JVR,SHA,AEW,VUV
GRN -> EUN,ZIZ,IZJ,EAL,OIG
DWY -> BMK,PGH,MUV,GYA,OLQ
SAO -> JCT,FYI,QYT,ABP,DZP
JIZ -> GLC,MWL,ZQA,AGV,BCN
VXK -> HOZ,HQQ,ALG,VTW,BVO
LDY -> LVD,OZB,HTR,EMK,RNH
A   -> VYP,ERT,MUR,CFF,MZJ
KTL -> NQR,QEP,AZR,XBR,ZAU
FLD -> ICE,MBU,XVD,NZR,SOJ
HKJ -> PYM,TOP,ZPL,KMT,BNW
UGX -> FJU,XQJ,RIJ,BRY,FWZ
UBQ -> KDU,VSG,PNH,LQC,FSV
GVC -> HKM,VCK,QHD,HP,RWM
DNA -> BKU,UBN,QKN,ZQB,CAL
UJS -> MSF,UQA,LCU,ARA,EMV
WFW -> YXI,LNL,IFU,NBQ,BVM
QCS -> BUI,JRC,DBJ,DZD,SZV
GWS -> BML,ODL,SPI,FAV,EPM
XDD -> FCR,YYG,XBC,KEE,WEY
VLL -> XFJ,BDA,MBB,FVP,NYM
VJM -> LYH,FJK,COR,SMO,WWU
AKY -> CHC,RXZ,IMW,WJA,FIY
JOR -> PCC,IT,XMU,BPJ,AVS
OMH -> SHD,NAK,LIF,CWC,VFB
EDZ -> JRE,HHJ,IUL,XFQ,QZF
QEE -> DWY,IYO,AXT,HSK,UPK
QPA -> LVT,JXE,FAB,ZLP,TTJ
NIU -> SPP,NDN,OXI,TWG,GDY
GOZ -> OIV,AV,FXM,WAG,LLF
EVO -> AHT,QLU,NPQ,KUT,YGX
QTH -> GDB,ETW,CKM,XXV,BSX
SGA -> KXA,MIE,XR,GAI,XZC
CHR -> CZB,HPO,LAY,PK,PH
IPU -> KUR,ROJ,WMD,VTH,ECN
DK  -> DLS,DXA,CVG,PVJ,JRW
ILG -> QFD,LUC,FHA,YWQ,WAM
BMS -> IZZ,WUM,WZZ,UMF,ARY
TBD -> TMV,BYQ,SLR,IQY,IJ
JQS -> FGK,LKY,UBR,AXV,WMQ
CYA -> UN,PGB,MGU,HWD,YTQ
MSN -> IQH,KYG,RAN,LP,TLQ
ZKO -> AKN,QJA,EY,TNP,WBT
UAG -> UZR,CGX,CAH,PSI,XIT
WIK -> CFM,DVA,AQQ,APO,QEZ
ZLR -> AFB,PQP,SQV,QIO,RKF
YUV -> YFV,XGX,TWU,DBF,XGZ
QNK -> NJZ,ZOI,JH,MZF,SCY
WRJ -> ZES,XMO,HSX,UKF,AUH
RGI -> IYN,OSL,LDY,PAK,WWR
MQC -> XPS,QDW,HQZ,RFO,HEV
YUS -> CGX,MHT,FNK,YGF,KEU
PPG -> XJT,QMZ,DDQ,YIV,PRC
XGZ -> PXF,DVL,LRX,JAA,NFX
BQT -> MHX,KYR,VCE,AJ,IGI
MGX -> XEY,LWU,UFM,BRQ,YVC
VYQ -> NKP,JFO,LTI,ZAX,SSG
FNY -> TJW,WQQ,JYY,KRQ,YUC
XEA -> PFN,RZA,UAQ,XLA,RFS
FJI -> GXM,LQD,XIU,QXI,RIY
BAI -> BXG,HIV,GWR,BZT,IBQ
IVS -> CGO,VLH,VRI,DDO,KLU
JLS -> FPV,EQS,BZQ,LYE,LCP
MIG -> NSZ,UZG,AKS,SBA,TFC
AKF -> QAZ,DPU,MFG,BWD,ZS
IRC -> LYI,PFR,BCE,PPJ,JNT
UJO -> XRP,OKS,QYN,DFK,JGR
LAO -> PBJ,QAZ,KXL,NEK,QMQ
CVJ -> BII,VMH,FRJ,PNQ,HCS
FPY -> DSL,JJA,INP,LOB,ZEO
MJB -> XCF,BQS,DSF,FEO,VEJ
FJJ -> WNT,ISQ,QEK,KXJ,BKQ
HLE -> PWY,ZLF,EJE,DPC,RBX
HZF -> UXG,GZL,BFL,HEA,TRP
JER -> AHB,FJB,KQM,EJY,YRO
WZT -> TNJ,JSX,GMM,RER,OOB
HBR -> OWH,NLS,XSX,BCH,JCG
BPH -> DDW,NKG,BSN,TQK,TXL
WKR -> TZP,NCV,RIV,ODY,NHM
EGN -> IBG,UTG,LII,TAB,XET
EE  -> VBG,RSB,PUI,KEI,FLF
CDE -> ENL,LUH,RBZ,DMQ,YOU
IAS -> ZWU,BRA,IEY,YTU,EIL
NYF -> KLE,NZV,JUK,WNL,GOC
CAG -> ZBD,YRY,IXI,AQY,XWE
UMH -> WPO,YPN,DUH,AZL,TLT
XNR -> MUO,JCV,KZS,LCJ,MVZ
BHF -> HXY,EFP,LQ,CSP,CUO
QLG -> EJX,MEZ,SMY,LFJ,MHH
CYZ -> JTL,SFT,VUG,DED,XXW
XWG -> LMH,MJF,FXI,UFA,EPQ
BSI -> TOC,XCM,YUZ,NNO,LNK
CYE -> VWD,DET,SNR,VXJ,AS
OAB -> DPG,TUV,JUK,CNS,NKV
ENQ -> ZUS,BD,VZZ,WL,WBO
MOO -> UFK,ACT,QAI,KUR,EEA
BTT -> KXT,LS,DNS,ITI,RC
TVJ -> MOX,SKV,KNN,QEI,LBR
AYC -> ATH,WBA,WFP,IQH,KPC
XSP -> FOM,JKU,TTW,PYE,RXJ
DGH -> FUV,POD,QHP,CFD,BMI
XLL -> FXL,KPN,LIN,SAU,SAL
LDI -> ZDB,RRR,JKC,QBE,AJR
NSV -> XEU,OEM,VGC,JSE,CAM
RWM -> UOZ,NYC,EQQ,QCH,IBT
ROX -> KWF,FPA,HGZ,GFE,VFO
SHF -> JWI,HGO,YSQ,IPR,AWI
OJU -> DLI,TQS,RYJ,BHB,XUI
WTK -> LLB,PSY,DUQ,COH,GST
TPG -> EUA,VCU,WEZ,COJ,JNS
GVG -> OVZ,YG,WAE,GUI,HBS
SVR -> ION,NIL,MAB,RFM,NKQ
ZGF -> LFV,XXA,FZN,TPF,LAZ
BXI -> XQU,JF,YUP,WE,NPH
BSR -> DXV,TCO,XOZ,AWI,POG
FBR -> FOY,YDC,DTW,OZL,XQN
KPE -> YRX,WRZ,WOG,FDN,VGU
EIC -> APC,HOX,OQU,TCX,UXN
WHT -> PWR,NPB,RWT,MAK,JOM
TKJ -> BTB,FQK,QGQ,YAI,QZH
ZBY -> CLO,FQP,XNF,SJH,MCU
DBZ -> SSM,HFV,XWF,BKI,MHA
ZUJ -> IKO,NQR,HCE,DSM,QTU
YQ  -> YNH,SWT,MCU,HYL,YEW
KSS -> NLE,CWQ,RPH,QAF,KAQ
SKO -> ZGW,BHB,ZVJ,GEV,YIC
LJL -> IVI,ITZ,ASI,SYJ,LKJ
VP  -> OYS,DAN,LCP,JAR,LSU
DAR -> RFF,SOV,CPK,VZV,KFI
AFJ -> BOA,EEC,LJ,YGK,PDJ
JRG -> GPO,JOB,KLM,THN,WCE
ZIV -> WOG,WOM,GMO,DUC,VDP
PUY -> RKN,KGJ,RXO,UMM,RCF
MKD -> ZXC,EXY,ECM,EXO,KSV
SVF -> PKI,TSD,QOU,BJK,DOA
EQA -> KTY,JKD,VLZ,VCI,KUJ
BGI -> UIL,EZG,BBU,XBT,FVB
ZCG -> KME,UUT,DUX,PLD,YPC
OKI -> CDV,KKO,JMO,GVN,WYJ
KJC -> XHB,MXV,XXI,XFN,ZPI
FN  -> FNQ,UMU,SFF,VID,IAG
QLP -> KJP,YXE,KX,SVL,NWP
VKX -> WE,QLD,HYS,PRU,AAB
JAW -> UTH,FTN,BRW,JNG,WBT
DJR -> TXN,EUX,GBV,QXW,YWL
SXE -> CQK,XHN,ROD,JEK,XLK
WVL -> HMH,QRK,PXM,BQH,ETG
UNR -> RLU,WWN,ZH,SCE,ZFO
KOJ -> XXH,DYW,XYH,JBL,SKZ
TIW -> FQX,JDQ,SFP,AYQ,NVB
GZT -> YMX,HGK,VTD,RBZ,NZS
IKH -> NUT,KPD,UYT,ALC,NU
XBV -> OGZ,TUB,EMN,DTV,JAP
EQY -> BAH,XUJ,UWU,VUP,R
JGH -> SIF,VUG,YJM,IXK,CEP
XJW -> FPS,RHX,PLS,XRN,OKC
BMQ -> OCB,KVL,OOO,PEO,RDT
UIM -> KKS,MNC,YLE,YSB,HQG
ZAJ -> ERH,OEP,BYP,SEU,QWV
IKZ -> KRP,OWP,LCX,ZNJ,MZP
BNU -> MLI,THD,WN,MLV,PAS
MFP -> JFS,CNM,JEU,RVX,ZFY
VGA -> BZX,GLA,PSM,DTM,KDL
JXI -> AXP,VTK,UTE,NSC,NSP
BUY -> KQP,KNL,XLH,PLC,GMR
JXP -> GVL,QJK,LZU,FDX,BRC
HOZ -> GBN,WRO,AZU,WMN,IQP
RVR -> JBY,FBC,HMJ,SPC,SMC
DFX -> XWD,KKB,JJS,WWM,QAW
DLH -> BBH,TCI,RGL,ZBY,XGU
IMN -> ZKB,GXM,BRF,YV,VPH
DGX -> JVT,RCP,YCJ,EEY,TPU
ETF -> LUA,XAC,BGB,LBF,OXQ
NEA -> RDP,CDE,YVH,TIU,DGP
IBH -> PDV,CFA,SNA,BVA,BKF
MRA -> SPF,OJP,MEA,IWL,HLO
URF -> GSA,WPD,WZZ,CLK,ZAL
TRV -> EMH,TBE,DDK,OIH,ADG
YWO -> FAF,OWB,ZEH,FIL,PSE
KMT -> KVW,RPE,IML,QRU,JPA
WUG -> XBU,FCF,DMZ,PTK,WFR
QFV -> CHI,RKP,OKX,CR,OFP
YFH -> MDG,HXC,QWK,HGG,YOZ
EMA -> WZM,JAL,CA,BZZ,JFN
XIE -> LNA,ZNO,LCR,RXR,CCV
JPL -> CUP,PBJ,ERT,DUW,HCO
LBX -> DGR,SIK,WWU,QKE,YWV
GDG -> YNK,UTF,VHT,BZI,OGD
SNI -> JWV,APD,BWW,KMY,APZ
RUR -> XJP,GLL,RL,XSF,PWV
GWL -> LDJ,SNL,FZY,OTN,GYW
REH -> BFX,PLT,BAL,QD,EGU
IWG -> LBY,NTL,BBZ,FAD,EFB
FEZ -> SFS,SKL,ECA,SEE,OTH
ZQN -> BKC,HQK,QEP,IVU,LMF
TCK -> AMN,JXK,UBW,ZHP,CWQ
BOH -> BUU,IBE,CEQ,SGN,HXT
AQZ -> WJG,GCQ,AKL,NOF,YCF
PJO -> EKS,LHI,IIS,HN,DVK
YBW -> JXG,CEJ,KBH,JME,WBV
ZDN -> BPW,YAG,WZF,LFF,NLM
YMB -> KGY,ZKB,YFM,MVV,GWF
UAA -> CPK,LRP,DDG,CRE,NNL
TXL -> UHN,BZZ,ANZ,CZC,JQH
QYX -> XHU,KOT,SYZ,GH,ZBV
ZKN -> FPS,VFH,XFT,WRQ,DAK
CDQ -> RVK,BVX,HQK,EYK,HRG
YFX -> MKU,QQJ,VCR,VJY,K
AAM -> SA,XMY,RMB,NVS,UTY
ALG -> CZR,VCP,QNQ,XDQ,HUM
IQG -> NDP,YQW,LMC,KZU,RG
HGZ -> WRI,VJT,DGB,LQQ,ZTM
MKB -> VWS,EBM,VJC,AVA,RDX
PXG -> QCO,SME,CUM,ACK,CMJ
ZW  -> VHC,SCX,NMZ,OQC,JLK
VBI -> ERK,KJY,BNR,THB,AWN
NNC -> TXG,HNQ,XQC,MNU,IRZ
NM  -> CLY,BOW,KLL,QFH,SOS
OPX -> BLP,QUT,MNK,BOC,CDS
AST -> DCV,CMN,PHQ,PDV,XLM
VMV -> TFI,PID,EZJ,IUG,CTE
ITG -> UKH,LWK,LEH,SAS,CFW
ACQ -> RT,NZF,PUC,OD,CLJ
AXE -> JHN,ALD,QKU,AXY,OSZ
KSI -> DZE,FCW,PSU,ZDG,SFO
NPR -> YGD,NCY,TPC,ZFR,OES
ERS -> OBX,KNT,BOX,CFG,QJJ
GSO -> XMG,QNU,GNF,QLT,HQR
FZU -> DMD,LBI,SBE,UCY,NTE
TSO -> PQC,TYL,FNN,DFY,TJJ
XPO -> HEA,ONI,ZYH,BDA,ZTC
VPC -> KNS,NPR,WUQ,SCD,UHX
SEQ -> NIF,UBT,NUW,XCP,CNR
DCL -> DAS,AAE,LZJ,VEW,AFW
PHU -> JLG,IBR,UNT,JFG,VKI
BYQ -> UIE,WMF,BZF,WNM,WRP
PPE -> AFI,QXP,NMZ,LUN,PIN
YLQ -> HNS,VUQ,EDW,FOX,HSH
WEY -> PXZ,QQJ,TOS,MGA,DQT
WQP -> SBB,YCH,CXG,IXL,LUE
ZRS -> EHJ,YYD,ZNC,FTF,FRT
JDI -> MVR,XXW,GXJ,ZSB,AHW
GSW -> LSU,WTV,JYB,CKC,FFX
UTV -> JTK,QCT,DCH,BKZ,KEV
VVS -> RKQ,AY,WBQ,LOE,UKQ
SHS -> XML,LSR,KBS,QJI,BHA
BWN -> VQL,NFC,SMP,ZPB,MHL
NXQ -> DTC,ZEM,GLQ,EEY,COS
JVV -> DYT,UDB,FYB,ZIB,OBK
MOC -> JYJ,QAY,HZP,QKG,JZN
GTD -> BLV,VQI,QXI,WXU,BYP
NKX -> OYO,EIP,ATO,LNO,EFD
UBF -> XU,MHC,ZLC,QIP,IXZ
IHF -> SUU,IWO,OYG,NVE,JKN
ZSZ -> NU,RCQ,EFT,SH,ZXQ
AZX -> WWR,DXC,RET,KJB,SKQ
UYJ -> ETN,DMS,AAY,YQR,UG
GEW -> WL,TVT,IMY,SGW,VUT
THS -> IUO,DLG,LIJ,TWR,LZM
ZJF -> IIM,BJC,ILC,RKT,JJX
ERC -> JMP,OPG,GKP,NNW,YHR
WJC -> JLW,KHW,HZM,RUF,CWG
CGJ -> VZL,EQS,ALF,EOX,FHY
JSK -> BUO,EXS,MXY,ICY,GBJ
LTW -> YSR,SUG,WJZ,HOJ,TWH
NBH -> CCN,SGB,FGC,TB,HIU
JXF -> PXC,JZA,SMS,PYO,BKI
HVT -> JYA,JXG,HSE,PAA,NAZ
TZV -> ZXO,LJR,WTV,NUE,SRK
HFG -> IUF,ADA,JCF,YBI,OCQ
DBL -> YLO,HUK,UJY,XQL,ATO
VEQ -> XXQ,QAB,JXN,KEQ,SU
MIP -> UKO,HJU,IKK,HLW,CWZ
RXF -> GZP,DEG,HAK,DDW,OML
WVY -> WPW,WEI,PLE,RP,ZMQ
NRY -> WSS,ZHL,QBA,QOW,OCH
ZWP -> WVM,GZN,WYZ,KWD,HUV
TDG -> JDQ,UAV,PWY,MLD,JFG
DQO -> MAF,BHL,IHU,GNI,SPF
GI  -> KZS,DMT,YQP,EPM,OXC
WNF -> NCO,ASD,LGN,EWI,DCW
VMM -> TTR,UNC,IYK,ITE,BAV
HXW -> PSJ,EQR,BBE,WVD,SBN
JFH -> OXT,PPH,LMG,KYD,JFM
PAK -> LZX,OIG,QLU,NRL,YXA
MJE -> LKL,BTZ,ANS,COD,PLB
KEH -> TTL,HDR,MBA,XR,QQO
BDK -> MVW,TSO,TAD,XA,KPA
HKN -> OEH,QXF,LRD,BTU,QIO
SZZ -> NSZ,ADR,SN,KDL,SDI
ANC -> ZM,NVY,COI,MDR,NKG
PNY -> XIG,ZWU,NXW,XGD,CUX
EFQ -> KFV,KRI,ITZ,TEC,XNB
YGO -> WFH,GWE,ZMF,UYD,OTF
DVY -> QWF,TFD,UKQ,DMZ,TBK
VDS -> BQA,LLJ,DAU,IKB,IUF
BGM -> PRO,YXI,NFX,QOG,WOI
